1;26;6;2009;4
2;26;6;2009;0
3;26;6;2009;2
4;26;6;2009;2
5;26;6;2009;3
6;26;6;2009;5
7;26;6;2009;2
1;27;6;2009;1
2;27;6;2009;0
3;27;7;2009;1
