FECHA;NDSEM;NSEM;NMES;ANNO;LABOR;TEMP_MAX;HUMR_MED;PRES_MAX;VELV_MAX;VELV_MED;RAFV_MAX;PREC_TOT;NO2_MAX;SO2_MAX;O3_MAX;NOX_MAX;C6H6_ALC;C7H8_ALC;XIL_ALC;PM10_MAX;CO_MAX;AMARA;AMA_N;OLEAC;OLE_N;POACE;POA_N;QUERC;QUE_N;TOTAL;TOT_N
17/06/2009;3;25;6;2009;L;32.60;59.00;1017.00;17.00;3.00;28.00;0.00;33.00;3.00;70.00;49.00;0.40;3.60;2.50;43.00;0.10;2;0;1;0;0;0;0;0;6;0
18/06/2009;4;25;6;2009;L;32.90;51.00;1017.00;21.00;3.00;28.00;0.00;29.00;4.00;61.00;39.00;0.50;4.90;3.00;0.00;0.00;2;0;2;0;1;0;0;0;11;0
19/06/2009;5;25;6;2009;L;39.70;38.00;1016.00;22.00;3.00;32.00;0.00;52.00;5.00;67.00;81.00;0.50;6.90;2.70;45.00;0.10;8;0;4;0;2;0;2;0;25;0
20/06/2009;6;25;6;2009;F;32.30;63.00;1015.00;24.00;4.00;37.00;0.10;10.00;3.00;71.00;15.00;0.40;2.60;2.40;0.00;0.00;0;0;2;0;2;0;2;0;11;0
21/06/2009;7;25;6;2009;F;30.30;65.00;1016.00;19.00;3.00;34.00;0.00;4.00;3.00;75.00;7.00;0.40;2.10;2.10;0.00;0.00;2;0;4;0;0;0;1;0;15;0
22/06/2009;1;26;6;2009;L;30.70;62.00;1016.00;24.00;4.00;36.00;0.00;34.00;3.00;70.00;49.00;0.40;2.40;2.20;34.00;0.10;4;0;5;0;4;0;0;0;36;0
23/06/2009;2;26;6;2009;L;32.10;61.00;1014.00;24.00;4.00;36.00;0.00;28.00;3.00;73.00;40.00;0.40;3.30;2.40;39.00;0.10;0;0;2;0;5;0;4;0;15;0
24/06/2009;3;26;6;2009;L;36.20;56.00;1011.00;22.00;3.00;34.00;0.00;41.00;4.00;74.00;59.00;0.50;3.10;2.40;49.00;0.20;2;0;8;0;3;0;3;0;28;0
25/06/2009;4;26;6;2009;L;37.50;45.00;1007.00;21.00;4.00;35.00;0.00;44.00;4.00;62.00;69.00;0.40;3.60;2.30;44.00;0.10;2;0;5;0;0;0;0;0;10;0
26/06/2009;5;26;6;2009;L;34.40;34.00;1010.00;27.00;5.00;37.00;0.00;49.00;3.00;65.00;76.00;0.30;2.50;2.20;31.00;0.10;3;0;2;0;1;0;1;0;13;0
27/06/2009;6;26;6;2009;F;32.20;50.00;1016.00;24.00;5.00;34.00;0.00;28.00;3.00;68.00;40.00;0.30;2.80;2.20;41.00;0.10;5;0;7;0;1;0;1;0;17;0
28/06/2009;7;26;6;2009;F;36.30;53.00;1011.00;23.00;2.00;32.00;0.00;23.00;3.00;75.00;28.00;0.30;2.40;2.10;34.00;0.10;2;0;10;0;2;0;2;0;22;0
29/06/2009;1;27;6;2009;L;32.20;53.00;1013.00;22.00;4.00;32.00;0.00;36.00;4.00;65.00;58.00;0.50;3.40;2.40;40.00;0.30;1;0;0;0;0;0;0;0;1;0
30/06/2009;2;27;6;2009;L;35.80;61.00;1015.00;22.00;3.00;34.00;0.00;29.00;4.00;79.00;43.00;0.30;3.50;2.80;44.00;0.40;0;0;2;0;0;0;0;0;5;0
01/07/2009;3;27;7;2009;L;35.80;79.00;1016.00;21.00;2.00;30.00;0.00;30.00;4.00;77.00;44.00;0.35;3.37;2.63;41.00;0.40;1;0;2;0;0;0;0;0;5;0
02/07/2009;4;27;7;2009;L;38.70;59.00;1014.00;18.00;3.00;26.00;0.00;31.00;4.00;75.00;45.00;0.35;3.40;2.65;42.00;0.40;2;0;0;0;0;0;0;0;5;0
03/07/2009;5;27;7;2009;L;34.80;67.00;1012.00;23.00;4.00;36.00;0.00;13.00;3.00;78.00;16.00;0.40;2.90;3.90;0.00;0.00;4;0;2;0;1;0;1;0;12;0
04/07/2009;6;27;7;2009;F;39.90;54.00;1009.00;26.00;3.00;34.00;0.00;32.00;4.00;76.00;44.00;0.40;3.50;2.70;38.00;0.40;6;0;7;0;2;0;2;0;26;0
05/07/2009;7;27;7;2009;F;38.40;49.00;1008.00;17.00;3.00;37.00;0.00;26.00;4.00;75.00;34.00;0.40;2.70;2.50;35.00;0.40;2;0;2;0;0;0;0;0;7;0
06/07/2009;1;28;7;2009;L;36.40;54.00;1008.00;28.00;4.00;39.00;0.00;37.00;4.00;67.00;59.00;0.40;3.70;2.50;42.00;0.40;1;0;1;0;0;0;1;0;6;0
07/07/2009;2;28;7;2009;L;34.90;61.00;1010.00;19.00;3.00;30.00;0.00;30.00;4.00;73.00;48.00;0.40;3.50;2.50;41.00;0.40;3;0;3;0;1;0;0;0;10;0
08/07/2009;3;28;7;2009;L;35.00;67.00;1013.00;22.00;4.00;34.00;0.00;15.00;3.00;73.00;21.00;0.40;2.70;2.20;33.00;0.30;1;0;1;0;0;0;1;0;4;0
09/07/2009;4;28;7;2009;L;32.00;67.00;1014.00;24.00;4.00;43.00;0.00;30.00;3.00;65.00;43.00;0.40;2.40;2.20;38.00;0.30;0;0;1;0;0;0;0;0;1;0
10/07/2009;5;28;7;2009;L;33.30;62.00;1014.00;21.00;4.00;34.00;0.00;36.00;3.00;55.00;55.00;0.50;2.90;2.20;37.00;0.30;0;0;2;0;0;0;0;0;2;0
11/07/2009;6;28;7;2009;F;34.00;65.00;1015.00;19.00;3.00;32.00;0.00;14.00;3.00;63.00;18.00;0.40;2.30;2.10;31.00;0.30;2;0;1;0;0;0;0;0;3;0
12/07/2009;7;28;7;2009;F;37.20;62.00;1013.00;22.00;3.00;32.00;0.00;9.00;3.00;64.00;14.00;0.40;2.20;2.10;0.00;0.00;0;0;0;0;0;0;0;0;0;0
13/07/2009;1;29;7;2009;L;34.90;57.00;1011.00;23.00;4.00;34.00;0.00;22.00;4.00;65.00;33.00;0.40;2.50;2.50;0.00;0.00;1;0;0;0;0;0;0;0;4;0
14/07/2009;2;29;7;2009;L;37.90;59.00;1010.00;20.00;3.00;35.00;0.00;44.00;4.00;65.00;65.00;0.40;3.00;2.40;50.00;0.30;0;0;0;0;0;0;0;0;2;0
15/07/2009;3;29;7;2009;L;33.10;59.00;1015.00;23.00;4.00;37.00;0.00;33.00;5.00;73.00;51.00;0.40;4.30;2.30;51.00;0.30;1;0;0;0;0;0;0;0;2;0
16/07/2009;4;29;7;2009;L;34.70;62.00;1016.00;17.00;3.00;28.00;0.00;33.00;3.00;65.00;51.00;0.40;3.70;2.50;44.00;0.30;0;0;0;0;0;0;0;0;0;0
17/07/2009;5;29;7;2009;L;39.90;43.00;1015.00;22.00;4.00;43.00;0.03;42.00;4.00;76.00;61.00;0.40;5.10;2.60;39.00;0.30;0;0;0;0;0;0;0;0;0;0
18/07/2009;6;29;7;2009;F;31.10;50.00;1020.00;22.00;4.00;43.00;0.00;14.00;3.00;77.00;19.00;0.40;2.00;2.10;40.00;0.20;2;0;0;0;0;0;0;0;3;0
19/07/2009;7;29;7;2009;F;30.20;61.00;1019.00;21.00;3.00;34.00;0.00;13.00;4.00;66.00;16.00;0.40;2.10;2.10;31.00;0.30;1;0;0;0;1;0;0;0;2;0
20/07/2009;1;30;7;2009;L;31.30;64.00;1019.00;22.00;4.00;32.00;0.00;22.00;3.00;57.00;37.00;0.40;3.10;2.30;32.00;0.30;0;0;0;0;0;0;0;0;0;0
21/07/2009;2;30;7;2009;L;32.20;69.00;1017.00;21.00;3.00;34.00;0.00;25.00;3.00;59.00;40.00;0.40;3.00;2.70;38.00;0.30;0;0;0;0;0;0;0;0;0;0
22/07/2009;3;30;7;2009;L;40.10;62.00;1013.00;24.00;4.00;34.00;0.00;31.00;4.00;66.00;48.00;0.50;4.40;2.80;50.00;0.40;0;0;0;0;0;0;0;0;0;0
23/07/2009;4;30;7;2009;L;37.25;54.00;1012.00;24.00;3.00;48.00;0.00;36.00;5.00;60.00;51.00;0.50;5.20;2.60;58.00;0.30;0;0;0;0;0;0;0;0;0;0
24/07/2009;5;30;7;2009;L;40.40;48.00;1015.00;28.00;5.00;39.00;0.00;33.00;4.00;71.00;53.00;0.40;4.60;2.80;60.00;0.30;1;0;0;0;0;0;0;0;5;0
25/07/2009;6;30;7;2009;F;30.60;65.00;1020.00;24.00;4.00;34.00;0.00;25.00;3.00;56.00;37.00;0.44;4.73;2.75;50.00;0.30;2;0;3;0;1;0;0;0;6;0
26/07/2009;7;30;7;2009;F;32.30;61.00;1018.00;21.00;4.00;34.00;0.00;12.00;2.00;71.00;16.00;0.43;4.74;2.75;33.00;0.20;0;0;0;0;0;0;0;0;0;0
27/07/2009;1;31;7;2009;L;37.00;58.00;1015.00;18.00;3.00;28.00;0.00;0.00;0.00;0.00;0.00;0.43;4.73;2.75;0.00;0.00;1;0;0;0;0;0;0;0;2;0
28/07/2009;2;31;7;2009;L;33.20;67.00;1016.00;21.00;4.00;36.00;0.00;24.00;2.00;72.00;35.00;0.40;2.60;2.00;44.00;0.30;0;0;0;0;0;0;0;0;0;0
29/07/2009;3;31;7;2009;L;39.20;60.00;1016.00;18.00;3.00;26.00;0.00;33.00;3.00;70.00;46.00;0.30;2.90;2.10;47.00;0.30;2;0;0;0;0;0;0;0;2;0
30/07/2009;4;31;7;2009;L;35.00;58.00;1027.00;23.00;5.00;38.00;0.00;31.00;3.00;64.00;53.00;0.40;3.70;2.40;53.00;0.30;2;0;0;0;1;0;0;0;3;0
31/07/2009;5;31;7;2009;L;34.40;66.00;1019.00;21.00;3.00;30.00;0.00;28.00;3.00;70.00;40.00;0.30;2.70;2.00;43.00;0.30;0;0;0;0;0;0;0;0;1;0
01/08/2009;6;31;8;2009;F;35.03;74.00;1013.00;6.00;2.00;13.00;0.00;26.00;3.00;71.00;34.00;0.30;2.00;2.00;48.00;0.30;0;0;0;0;0;0;0;0;0;0
02/08/2009;7;31;8;2009;F;33.10;56.00;1017.00;23.00;4.00;34.00;0.00;19.00;3.00;64.00;24.00;0.30;2.30;2.00;37.00;0.20;0;0;0;0;0;0;0;0;0;0
03/08/2009;1;32;8;2009;L;33.50;68.00;1014.00;19.00;3.00;32.00;0.00;23.00;3.00;71.00;33.00;0.30;2.30;2.20;33.00;0.20;0;0;0;0;0;0;0;0;0;0
04/08/2009;2;32;8;2009;L;32.80;65.00;1016.00;19.00;4.00;32.00;0.00;18.00;2.00;60.00;29.00;0.40;2.50;2.40;31.00;0.30;0;0;0;0;0;0;0;0;0;0
05/08/2009;3;32;8;2009;L;36.00;60.00;1014.00;22.00;3.00;34.00;0.00;24.00;3.00;62.00;40.00;0.40;3.00;2.60;29.00;0.20;0;0;0;0;0;0;0;0;0;0
06/08/2009;4;32;8;2009;L;37.10;64.00;1013.00;19.00;3.00;32.00;0.00;25.00;3.00;68.00;39.00;0.60;4.80;7.40;36.00;0.30;0;0;0;0;0;0;0;0;0;0
07/08/2009;5;32;8;2009;L;33.80;69.00;1013.00;22.00;4.00;32.00;0.00;21.00;3.00;65.00;29.00;0.53;4.12;5.70;43.00;0.20;1;0;0;0;0;0;0;0;2;0
08/08/2009;6;32;8;2009;F;32.20;67.00;1013.00;18.00;4.00;28.00;0.00;10.00;2.00;71.00;13.00;0.40;2.10;2.00;25.00;0.20;0;0;0;0;0;0;0;0;0;0
09/08/2009;7;32;8;2009;F;32.80;68.00;1011.00;22.00;3.00;32.00;0.00;12.00;3.00;60.00;17.00;0.40;2.30;2.10;26.00;0.20;2;0;0;0;0;0;0;0;3;0
10/08/2009;1;33;8;2009;L;29.60;70.00;1015.00;31.00;4.00;47.00;0.05;25.00;3.00;64.00;37.00;0.40;3.80;2.20;31.00;0.30;0;0;0;0;0;0;0;0;0;0
11/08/2009;2;33;8;2009;L;30.90;65.00;1016.00;22.00;4.00;36.00;0.00;29.00;5.00;68.00;41.00;0.40;3.90;4.20;31.00;0.20;0;0;0;0;0;0;0;0;0;0
12/08/2009;3;33;8;2009;L;33.20;63.00;1015.00;19.00;3.00;32.00;0.00;29.00;3.00;74.00;46.00;0.40;2.90;3.40;35.00;0.20;0;0;0;0;0;0;0;0;0;0
13/08/2009;4;33;8;2009;L;33.80;54.00;1015.00;21.00;3.00;34.00;0.05;29.00;3.00;80.00;41.00;0.40;3.20;2.60;31.00;0.20;0;0;0;0;0;0;0;0;0;0
14/08/2009;5;33;8;2009;L;34.00;54.00;1013.00;18.00;3.00;28.00;0.41;25.00;4.00;77.00;37.00;0.40;3.30;2.80;0.00;0.00;0;0;0;0;0;0;0;0;1;0
15/08/2009;6;33;8;2009;F;33.90;47.00;1014.00;21.00;4.00;32.00;0.00;19.00;4.00;73.00;23.00;0.40;3.00;2.50;0.00;0.00;1;0;0;0;0;0;0;0;7;0
16/08/2009;7;33;8;2009;F;34.20;54.00;1015.00;19.00;3.00;30.00;0.00;13.00;3.00;68.00;16.00;0.40;2.90;2.30;0.00;0.00;2;0;0;0;0;0;0;0;207;1
17/08/2009;1;34;8;2009;L;36.30;52.00;1015.00;17.00;3.00;28.00;0.00;30.00;3.00;63.00;47.00;0.40;3.30;2.60;38.00;0.20;0;0;0;0;0;0;0;0;0;0
18/08/2009;2;34;8;2009;L;34.20;51.00;1015.00;18.00;3.00;32.00;0.00;31.00;4.00;57.00;49.00;0.50;5.80;3.40;34.00;0.20;0;0;0;0;0;0;0;0;0;0
19/08/2009;3;34;8;2009;L;35.40;50.00;1015.00;18.00;3.00;28.00;0.00;31.00;5.00;68.00;48.00;0.40;3.80;2.90;33.00;0.20;0;0;0;0;0;0;0;0;0;0
20/08/2009;4;34;8;2009;L;31.00;46.00;1016.00;10.00;1.00;13.00;0.00;30.00;5.00;70.00;43.00;0.50;5.80;2.40;39.00;0.20;0;0;0;0;0;0;0;0;0;0
21/08/2009;5;34;8;2009;L;32.42;47.50;1015.65;12.80;1.70;18.65;0.00;30.00;4.00;68.00;45.00;0.40;5.90;2.60;39.00;0.20;2;0;0;0;0;0;0;0;2;0
22/08/2009;6;34;8;2009;F;32.36;47.38;1015.67;12.62;1.66;18.17;0.00;23.00;4.00;66.00;32.00;0.40;6.70;2.50;35.00;0.20;0;0;0;0;0;0;0;0;0;0
23/08/2009;7;34;8;2009;F;32.24;47.27;1015.70;12.40;1.60;17.77;0.00;23.00;4.00;70.00;29.00;0.40;2.70;2.30;29.00;0.20;0;0;0;0;0;0;0;0;0;0
24/08/2009;1;35;8;2009;L;32.29;47.32;1015.69;12.50;1.62;17.96;0.00;42.00;6.00;67.00;62.00;0.40;4.02;2.38;37.00;0.20;0;0;0;0;0;0;0;0;0;0
25/08/2009;2;35;8;2009;L;32.28;47.31;1015.69;12.49;1.62;17.94;0.00;46.00;4.00;64.00;67.00;0.40;3.96;2.37;44.00;0.20;2;0;0;0;0;0;0;0;2;0
26/08/2009;3;35;8;2009;L;32.28;45.00;1016.00;17.00;1.00;24.00;0.00;26.00;2.00;69.00;38.00;0.50;2.90;2.20;44.00;0.20;5;0;0;0;0;0;0;0;8;0
27/08/2009;4;35;8;2009;L;33.10;64.00;1015.00;19.00;4.00;28.00;0.00;24.00;4.00;61.00;37.00;0.40;4.90;2.30;42.00;0.20;25;2;0;0;0;0;0;0;25;0
28/08/2009;5;35;8;2009;L;35.40;67.00;1014.00;17.00;2.00;28.00;0.00;22.00;4.00;60.00;35.00;0.40;3.90;2.30;35.00;0.20;24;2;0;0;0;0;0;0;29;0
29/08/2009;6;35;8;2009;F;33.00;67.00;1016.00;19.00;3.00;30.00;0.00;10.00;3.00;57.00;14.00;0.40;2.70;2.20;0.00;0.00;17;1;0;0;0;0;0;0;18;0
30/08/2009;7;35;8;2009;F;34.10;67.00;1015.00;19.00;3.00;30.00;0.00;14.00;3.00;66.00;19.00;0.40;2.60;2.20;32.00;0.20;7;0;0;0;0;0;0;0;9;0
31/08/2009;1;36;8;2009;L;36.00;69.00;1014.00;21.00;3.00;34.00;0.00;25.00;3.00;59.00;39.00;0.40;2.40;2.30;31.00;0.20;18;1;0;0;0;0;0;0;22;0
01/09/2009;2;36;9;2009;L;33.30;81.00;1014.00;22.00;1.00;34.00;0.00;25.00;3.00;52.00;42.00;0.40;2.50;2.30;32.00;0.20;4;0;0;0;0;0;0;0;5;0
02/09/2009;3;36;9;2009;L;34.50;67.00;1013.00;19.00;2.00;28.00;0.00;34.00;3.00;56.00;55.00;0.40;3.80;2.40;38.00;0.20;4;0;0;0;0;0;0;0;4;0
03/09/2009;4;36;9;2009;L;39.20;47.00;1012.00;23.00;3.00;34.00;0.00;21.00;4.00;67.00;25.00;0.50;6.70;2.10;0.00;0.00;37;2;0;0;0;0;0;0;47;0
04/09/2009;5;36;9;2009;L;37.60;51.00;1012.00;22.00;4.00;34.00;0.00;29.00;5.00;67.00;51.00;0.60;4.70;2.60;0.00;0.00;32;2;0;0;0;0;0;0;35;0
05/09/2009;6;36;9;2009;F;32.20;70.00;1017.00;21.00;4.00;30.00;0.00;8.00;4.00;66.00;13.00;0.40;2.10;2.10;0.00;0.00;16;1;0;0;0;0;0;0;21;0
06/09/2009;7;36;9;2009;F;30.30;67.00;1017.00;21.00;4.00;34.00;0.00;6.00;3.00;69.00;8.00;0.40;2.00;2.10;0.00;0.00;11;1;0;0;0;0;0;0;12;0
07/09/2009;1;37;9;2009;L;30.20;66.00;1017.00;22.00;3.00;34.00;0.00;16.00;2.00;60.00;23.00;0.40;2.50;2.20;0.00;0.00;18;1;0;0;0;0;0;0;22;0
08/09/2009;2;37;9;2009;L;30.40;63.00;1016.00;19.00;3.00;34.00;0.00;35.00;4.00;71.00;53.00;0.40;2.70;2.90;32.00;0.20;7;0;0;0;0;0;0;0;10;0
09/09/2009;3;37;9;2009;L;30.40;62.00;1018.00;19.00;3.00;28.00;0.00;34.00;4.00;70.00;50.00;0.40;3.20;2.40;28.00;0.10;33;2;0;0;0;0;0;0;35;0
10/09/2009;4;37;9;2009;L;30.70;58.00;1019.00;16.00;3.00;26.00;0.00;39.00;4.00;65.00;57.00;0.50;4.30;2.50;32.00;0.20;12;1;0;0;0;0;0;0;18;0
11/09/2009;5;37;9;2009;L;30.20;60.00;1018.00;26.00;3.00;38.00;0.00;41.00;4.00;70.00;67.00;0.40;5.50;2.70;39.00;0.20;21;2;0;0;1;0;0;0;28;0
12/09/2009;6;37;9;2009;F;32.00;60.00;1014.00;19.00;3.00;32.00;0.00;35.00;3.00;84.00;44.00;0.40;5.50;2.20;33.00;0.10;9;0;0;0;0;0;0;0;13;0
13/09/2009;7;37;9;2009;F;30.80;69.00;1014.00;24.00;2.00;37.00;0.10;32.00;3.00;74.00;40.00;0.40;2.60;2.10;34.00;0.20;12;1;0;0;2;0;0;0;18;0
14/09/2009;1;38;9;2009;L;30.90;63.00;1011.00;30.00;3.00;39.00;0.10;48.00;4.00;53.00;82.00;0.40;4.10;2.10;32.00;0.20;9;0;0;0;0;0;0;0;11;0
15/09/2009;2;38;9;2009;F;26.30;75.00;1008.00;21.00;2.00;32.00;0.48;45.00;3.00;37.00;79.00;0.40;3.70;2.40;29.00;0.10;1;0;0;0;0;0;0;0;1;0
16/09/2009;3;38;9;2009;L;25.60;82.00;1008.00;24.00;1.00;41.00;1.78;46.00;5.00;29.00;81.00;0.50;3.90;2.60;29.00;0.20;2;0;0;0;0;0;0;0;2;0
17/09/2009;4;38;9;2009;L;26.70;72.00;1010.00;37.00;5.00;61.00;0.13;43.00;3.00;47.00;86.00;0.40;14.30;2.80;30.00;0.20;2;0;0;0;0;0;0;0;3;0
18/09/2009;5;38;9;2009;L;28.50;56.00;1015.00;19.00;2.00;30.00;0.00;61.00;4.00;56.00;111.00;0.50;4.60;2.40;29.00;0.20;4;0;0;0;0;0;0;0;4;0
19/09/2009;6;38;9;2009;F;30.00;49.00;1020.00;23.00;3.00;37.00;0.00;46.00;2.00;71.00;63.00;0.40;3.70;2.00;25.00;0.10;7;0;0;0;0;0;0;0;7;0
20/09/2009;7;38;9;2009;F;27.00;54.00;1019.00;19.00;2.00;38.00;0.00;33.00;3.00;68.00;42.00;0.40;2.20;2.00;24.00;0.10;2;0;0;0;0;0;0;0;5;0
21/09/2009;1;39;9;2009;L;28.40;65.00;1020.00;19.00;2.00;34.00;0.36;46.00;2.00;39.00;82.00;0.41;2.82;2.04;28.00;0.20;4;0;0;0;0;0;0;0;6;0
22/09/2009;2;39;9;2009;L;27.20;70.00;1020.00;17.00;2.00;34.00;0.36;52.00;4.00;43.00;96.00;0.40;3.80;2.20;35.00;0.20;0;0;0;0;0;0;0;0;1;0
23/09/2009;3;39;9;2009;L;25.00;77.00;1019.00;18.00;3.00;32.00;0.03;47.00;3.00;56.00;72.00;0.40;2.50;2.90;0.00;0.20;1;0;0;0;0;0;0;0;2;0
24/09/2009;4;39;9;2009;L;29.90;68.00;1020.00;12.00;2.00;23.00;0.00;46.00;3.00;60.00;78.00;0.40;3.60;2.10;37.00;0.10;2;0;0;0;0;0;0;0;2;0
25/09/2009;5;39;9;2009;L;31.90;60.00;1019.00;18.00;3.00;28.00;0.00;44.00;5.00;47.00;82.00;0.50;7.60;3.00;40.00;0.10;5;0;0;0;0;0;0;0;12;0
26/09/2009;6;39;9;2009;F;26.40;70.00;1017.00;13.00;2.00;23.00;0.00;25.00;3.00;54.00;33.00;0.50;5.20;2.80;0.00;0.00;3;0;0;0;0;0;0;0;9;0
27/09/2009;7;39;9;2009;F;22.30;83.00;1017.00;21.00;2.00;36.00;2.01;16.00;3.00;50.00;20.00;0.40;3.60;2.30;0.00;0.00;2;0;0;0;0;0;0;0;3;0
28/09/2009;1;40;9;2009;L;20.40;92.00;1016.00;15.00;2.00;19.00;2.62;57.00;4.00;23.00;108.00;0.40;3.70;2.60;31.00;0.10;0;0;0;0;0;0;0;0;0;0
29/09/2009;2;40;9;2009;L;26.20;82.00;1015.00;21.00;2.00;28.00;0.03;21.00;3.00;41.00;29.00;0.40;4.80;2.60;0.00;0.00;0;0;0;0;0;0;0;0;0;0
30/09/2009;3;40;9;2009;L;25.10;82.00;1015.00;11.00;1.00;18.00;0.97;28.00;4.00;37.00;41.00;0.50;9.30;2.90;0.00;0.00;0;0;0;0;0;0;0;0;65;0
01/10/2009;4;40;10;2009;L;30.00;87.00;1015.00;17.00;1.00;28.00;0.10;44.00;4.00;42.00;81.00;0.40;7.60;2.30;31.00;0.10;8;0;0;0;0;0;0;0;501;4
02/10/2009;5;40;10;2009;L;31.90;62.00;1016.00;22.00;3.00;38.00;0.10;58.00;4.00;50.00;100.00;0.40;10.10;2.20;31.00;0.20;2;0;0;0;1;0;0;0;602;4
03/10/2009;6;40;10;2009;F;32.00;62.00;1016.00;16.00;2.00;24.00;0.00;41.00;4.00;57.00;64.00;0.41;9.40;2.30;42.00;0.10;1;0;0;0;1;0;0;0;496;4
04/10/2009;7;40;10;2009;F;31.70;70.00;1016.00;13.00;2.00;21.00;0.00;26.00;4.00;64.00;33.00;0.41;9.39;2.27;40.00;0.10;4;0;0;0;0;0;0;0;423;3
05/10/2009;1;41;10;2009;L;31.90;69.00;1016.00;16.00;2.00;21.00;0.00;43.00;4.00;45.00;74.00;0.41;9.46;2.27;45.00;0.20;0;0;0;0;0;0;0;0;304;2
06/10/2009;2;41;10;2009;L;32.60;65.00;1017.00;19.00;3.00;26.00;0.00;42.00;5.00;50.00;72.00;0.60;8.60;2.90;45.00;0.20;0;0;0;0;0;0;0;0;329;2
07/10/2009;3;41;10;2009;L;31.00;77.00;1016.00;18.00;2.00;24.00;0.00;39.00;4.00;50.00;66.00;0.60;6.70;3.00;55.00;0.20;2;0;0;0;1;0;0;0;407;3
08/10/2009;4;41;10;2009;L;32.70;72.00;1014.00;18.00;2.00;28.00;0.03;47.00;4.00;45.00;74.00;0.60;4.50;2.60;56.00;0.20;0;0;0;0;3;0;0;0;599;4
09/10/2009;5;41;10;2009;L;30.20;70.00;1016.00;17.00;2.00;26.00;0.00;38.00;4.00;39.00;70.00;0.50;6.40;2.50;47.00;0.10;2;0;0;0;3;0;0;0;262;2
10/10/2009;6;41;10;2009;F;31.50;73.00;1017.00;19.00;2.00;28.00;0.00;29.00;4.00;47.00;49.00;0.50;3.60;2.50;45.00;0.10;0;0;0;0;3;0;0;0;196;1
11/10/2009;7;41;10;2009;F;29.40;74.00;1018.00;15.00;2.00;21.00;0.00;25.00;3.00;52.00;38.00;0.40;2.70;2.20;36.00;0.10;2;0;0;0;4;0;0;0;159;1
12/10/2009;1;42;10;2009;F;30.60;70.00;1017.00;17.00;2.00;26.00;0.00;27.00;3.00;41.00;41.00;0.40;2.40;2.10;30.00;0.10;0;0;0;0;6;0;0;0;196;1
13/10/2009;2;42;10;2009;L;25.50;76.00;1018.00;18.00;2.00;26.00;0.05;43.00;4.00;23.00;87.00;0.50;5.00;3.10;39.00;0.20;0;0;0;0;2;0;0;0;112;0
14/10/2009;3;42;10;2009;L;28.00;71.00;1017.00;13.00;2.00;23.00;0.00;43.00;4.00;33.00;89.00;0.50;4.90;2.60;38.00;0.10;1;0;0;0;5;0;0;0;92;0
15/10/2009;4;42;10;2009;L;27.40;77.00;1014.00;26.00;3.00;43.00;0.03;32.00;4.00;40.00;62.00;0.50;8.50;2.40;39.00;0.10;1;0;0;0;5;0;0;0;91;0
16/10/2009;5;42;10;2009;L;19.80;87.00;1020.00;16.00;3.00;24.00;0.53;30.00;3.00;44.00;40.00;0.40;3.00;2.40;22.00;0.10;1;0;0;0;0;0;0;0;61;0
17/10/2009;6;42;10;2009;F;26.50;74.00;1019.00;16.00;1.00;23.00;0.00;36.00;4.00;42.00;57.00;0.50;3.70;2.30;29.00;0.10;0;0;0;0;0;0;0;0;0;0
21/10/2009;3;43;10;2009;L;30.90;54.00;1013.00;19.00;3.00;30.00;0.66;24.00;5.00;40.00;36.00;0.40;7.00;2.20;0.00;0.00;0;0;0;0;0;0;0;0;25;0
22/10/2009;4;43;10;2009;L;25.40;51.00;1012.00;34.00;6.00;56.00;0.36;18.00;2.00;45.00;25.00;0.50;4.30;2.10;0.00;0.00;0;0;0;0;0;0;0;0;77;0
23/10/2009;5;43;10;2009;L;26.60;52.00;1017.00;17.00;3.00;32.00;0.00;24.00;3.00;47.00;34.00;0.40;9.80;2.10;0.00;0.00;0;0;0;0;2;0;0;0;106;0
24/10/2009;6;43;10;2009;F;31.10;53.00;1018.00;21.00;3.00;32.00;0.00;20.00;5.00;35.00;25.00;0.40;21.30;2.10;31.00;0.30;0;0;0;0;0;0;0;0;86;0
25/10/2009;7;43;10;2009;F;30.30;58.00;1016.00;15.00;3.00;24.00;0.00;20.00;5.00;44.00;27.00;0.50;2.70;2.30;24.00;0.30;0;0;0;0;3;0;0;0;60;0
26/10/2009;1;44;10;2009;L;27.30;74.00;1016.00;15.00;2.00;24.00;0.00;28.00;5.00;30.00;49.00;0.50;4.80;2.90;33.00;0.30;0;0;0;0;0;0;0;0;27;0
27/10/2009;2;44;10;2009;L;27.90;78.00;1018.00;16.00;2.00;24.00;0.00;0.00;4.00;32.00;0.00;0.50;4.10;3.00;39.00;0.30;0;0;0;0;0;0;0;0;27;0
28/10/2009;3;44;10;2009;L;25.50;75.00;1020.00;9.00;2.00;15.00;0.00;26.00;4.00;28.00;36.00;0.40;5.10;2.90;30.00;0.30;0;0;0;0;0;0;0;0;20;0
29/10/2009;4;44;10;2009;L;30.90;71.00;1019.00;12.00;2.00;19.00;0.00;30.00;4.00;30.00;45.00;0.30;3.50;2.20;35.00;0.30;1;0;0;0;0;0;0;0;29;0
30/10/2009;5;44;10;2009;L;33.60;69.00;1019.00;10.00;2.00;17.00;0.00;43.00;5.00;21.00;96.00;0.70;17.90;3.80;45.00;0.30;0;0;0;0;0;0;0;0;207;1
