4;28;7;2009;L;32.00;67.00;1014.00;24.00;4.00;43.00;0.00;30.00;3.00;65.00;43.00;0.40;2.40;2.20;38.00;0.30;6.00;2.00;1.00;3.00;1.00;0
5;28;7;2009;L;33.30;62.00;1014.00;21.00;4.00;34.00;0.00;36.00;3.00;55.00;55.00;0.50;2.90;2.20;37.00;0.30;2.00;1.00;3.00;1.00;0.00;0
6;28;7;2009;F;34.00;65.00;1015.00;19.00;3.00;32.00;0.00;14.00;3.00;63.00;18.00;0.40;2.30;2.10;31.00;0.30;1.00;3.00;1.00;0.00;0.00;2
7;28;7;2009;F;37.20;62.00;1013.00;22.00;3.00;32.00;0.00;9.00;3.00;64.00;14.00;0.40;2.20;2.10;0.00;0.00;3.00;1.00;0.00;0.00;2.00;0
1;29;7;2009;L;34.90;57.00;1011.00;23.00;4.00;34.00;0.00;22.00;4.00;65.00;33.00;0.40;2.50;2.50;0.00;0.00;1.00;0.00;0.00;2.00;0.00;1
2;29;7;2009;L;37.90;59.00;1010.00;20.00;3.00;35.00;0.00;44.00;4.00;65.00;65.00;0.40;3.00;2.40;50.00;0.30;0.00;0.00;2.00;0.00;1.00;0
3;29;7;2009;L;33.10;59.00;1015.00;23.00;4.00;37.00;0.00;33.00;5.00;73.00;51.00;0.40;4.30;2.30;51.00;0.30;0.00;2.00;0.00;1.00;0.00;1
4;29;7;2009;L;34.70;62.00;1016.00;17.00;3.00;28.00;0.00;33.00;3.00;65.00;51.00;0.40;3.70;2.50;44.00;0.30;2.00;0.00;1.00;0.00;1.00;0
5;29;7;2009;L;39.90;43.00;1015.00;22.00;4.00;43.00;0.03;42.00;4.00;76.00;61.00;0.40;5.10;2.60;39.00;0.30;0.00;1.00;0.00;1.00;0.00;0
6;29;7;2009;F;31.10;50.00;1020.00;22.00;4.00;43.00;0.00;14.00;3.00;77.00;19.00;0.40;2.00;2.10;40.00;0.20;1.00;0.00;1.00;0.00;0.00;2
7;29;7;2009;F;30.20;61.00;1019.00;21.00;3.00;34.00;0.00;13.00;4.00;66.00;16.00;0.40;2.10;2.10;31.00;0.30;0.00;1.00;0.00;0.00;2.00;1
1;30;7;2009;L;31.30;64.00;1019.00;22.00;4.00;32.00;0.00;22.00;3.00;57.00;37.00;0.40;3.10;2.30;32.00;0.30;1.00;0.00;0.00;2.00;1.00;0
2;30;7;2009;L;32.20;69.00;1017.00;21.00;3.00;34.00;0.00;25.00;3.00;59.00;40.00;0.40;3.00;2.70;38.00;0.30;0.00;0.00;2.00;1.00;0.00;0
3;30;7;2009;L;40.10;62.00;1013.00;24.00;4.00;34.00;0.00;31.00;4.00;66.00;48.00;0.50;4.40;2.80;50.00;0.40;0.00;2.00;1.00;0.00;0.00;0
4;30;7;2009;L;37.25;54.00;1012.00;24.00;3.00;48.00;0.00;36.00;5.00;60.00;51.00;0.50;5.20;2.60;58.00;0.30;2.00;1.00;0.00;0.00;0.00;0
5;30;7;2009;L;40.40;48.00;1015.00;28.00;5.00;39.00;0.00;33.00;4.00;71.00;53.00;0.40;4.60;2.80;60.00;0.30;1.00;0.00;0.00;0.00;0.00;1
6;30;7;2009;F;30.60;65.00;1020.00;24.00;4.00;34.00;0.00;25.00;3.00;56.00;37.00;0.44;4.73;2.75;50.00;0.30;0.00;0.00;0.00;0.00;1.00;2
7;30;7;2009;F;32.30;61.00;1018.00;21.00;4.00;34.00;0.00;12.00;2.00;71.00;16.00;0.43;4.74;2.75;33.00;0.20;0.00;0.00;0.00;1.00;2.00;0
1;31;7;2009;L;37.00;58.00;1015.00;18.00;3.00;28.00;0.00;0.00;0.00;0.00;0.00;0.43;4.73;2.75;0.00;0.00;0.00;0.00;1.00;2.00;0.00;1
2;31;7;2009;L;33.20;67.00;1016.00;21.00;4.00;36.00;0.00;24.00;2.00;72.00;35.00;0.40;2.60;2.00;44.00;0.30;0.00;1.00;2.00;0.00;1.00;0
3;31;7;2009;L;39.20;60.00;1016.00;18.00;3.00;26.00;0.00;33.00;3.00;70.00;46.00;0.30;2.90;2.10;47.00;0.30;1.00;2.00;0.00;1.00;0.00;2
4;31;7;2009;L;35.00;58.00;1027.00;23.00;5.00;38.00;0.00;31.00;3.00;64.00;53.00;0.40;3.70;2.40;53.00;0.30;2.00;0.00;1.00;0.00;2.00;2
5;31;7;2009;L;34.40;66.00;1019.00;21.00;3.00;30.00;0.00;28.00;3.00;70.00;40.00;0.30;2.70;2.00;43.00;0.30;0.00;1.00;0.00;2.00;2.00;0
6;31;8;2009;F;35.03;74.00;1013.00;6.00;2.00;13.00;0.00;26.00;3.00;71.00;34.00;0.30;2.00;2.00;48.00;0.30;1.00;0.00;2.00;2.00;0.00;0
7;31;8;2009;F;33.10;56.00;1017.00;23.00;4.00;34.00;0.00;19.00;3.00;64.00;24.00;0.30;2.30;2.00;37.00;0.20;0.00;2.00;2.00;0.00;0.00;0
1;32;8;2009;L;33.50;68.00;1014.00;19.00;3.00;32.00;0.00;23.00;3.00;71.00;33.00;0.30;2.30;2.20;33.00;0.20;2.00;2.00;0.00;0.00;0.00;0
2;32;8;2009;L;32.80;65.00;1016.00;19.00;4.00;32.00;0.00;18.00;2.00;60.00;29.00;0.40;2.50;2.40;31.00;0.30;2.00;0.00;0.00;0.00;0.00;0
3;32;8;2009;L;36.00;60.00;1014.00;22.00;3.00;34.00;0.00;24.00;3.00;62.00;40.00;0.40;3.00;2.60;29.00;0.20;0.00;0.00;0.00;0.00;0.00;0
4;32;8;2009;L;37.10;64.00;1013.00;19.00;3.00;32.00;0.00;25.00;3.00;68.00;39.00;0.60;4.80;7.40;36.00;0.30;0.00;0.00;0.00;0.00;0.00;0
5;32;8;2009;L;33.80;69.00;1013.00;22.00;4.00;32.00;0.00;21.00;3.00;65.00;29.00;0.53;4.12;5.70;43.00;0.20;0.00;0.00;0.00;0.00;0.00;1
6;32;8;2009;F;32.20;67.00;1013.00;18.00;4.00;28.00;0.00;10.00;2.00;71.00;13.00;0.40;2.10;2.00;25.00;0.20;0.00;0.00;0.00;0.00;1.00;0
7;32;8;2009;F;32.80;68.00;1011.00;22.00;3.00;32.00;0.00;12.00;3.00;60.00;17.00;0.40;2.30;2.10;26.00;0.20;0.00;0.00;0.00;1.00;0.00;2
1;33;8;2009;L;29.60;70.00;1015.00;31.00;4.00;47.00;0.05;25.00;3.00;64.00;37.00;0.40;3.80;2.20;31.00;0.30;0.00;0.00;1.00;0.00;2.00;0
2;33;8;2009;L;30.90;65.00;1016.00;22.00;4.00;36.00;0.00;29.00;5.00;68.00;41.00;0.40;3.90;4.20;31.00;0.20;0.00;1.00;0.00;2.00;0.00;0
3;33;8;2009;L;33.20;63.00;1015.00;19.00;3.00;32.00;0.00;29.00;3.00;74.00;46.00;0.40;2.90;3.40;35.00;0.20;1.00;0.00;2.00;0.00;0.00;0
4;33;8;2009;L;33.80;54.00;1015.00;21.00;3.00;34.00;0.05;29.00;3.00;80.00;41.00;0.40;3.20;2.60;31.00;0.20;0.00;2.00;0.00;0.00;0.00;0
5;33;8;2009;L;34.00;54.00;1013.00;18.00;3.00;28.00;0.41;25.00;4.00;77.00;37.00;0.40;3.30;2.80;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0
6;33;8;2009;F;33.90;47.00;1014.00;21.00;4.00;32.00;0.00;19.00;4.00;73.00;23.00;0.40;3.00;2.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1
7;33;8;2009;F;34.20;54.00;1015.00;19.00;3.00;30.00;0.00;13.00;3.00;68.00;16.00;0.40;2.90;2.30;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2
1;34;8;2009;L;36.30;52.00;1015.00;17.00;3.00;28.00;0.00;30.00;3.00;63.00;47.00;0.40;3.30;2.60;38.00;0.20;0.00;0.00;0.00;1.00;2.00;0
2;34;8;2009;L;34.20;51.00;1015.00;18.00;3.00;32.00;0.00;31.00;4.00;57.00;49.00;0.50;5.80;3.40;34.00;0.20;0.00;0.00;1.00;2.00;0.00;0
3;34;8;2009;L;35.40;50.00;1015.00;18.00;3.00;28.00;0.00;31.00;5.00;68.00;48.00;0.40;3.80;2.90;33.00;0.20;0.00;1.00;2.00;0.00;0.00;0
4;34;8;2009;L;31.00;46.00;1016.00;10.00;1.00;13.00;0.00;30.00;5.00;70.00;43.00;0.50;5.80;2.40;39.00;0.20;1.00;2.00;0.00;0.00;0.00;0
5;34;8;2009;L;32.42;47.50;1015.65;12.80;1.70;18.65;0.00;30.00;4.00;68.00;45.00;0.40;5.90;2.60;39.00;0.20;2.00;0.00;0.00;0.00;0.00;2
6;34;8;2009;F;32.36;47.38;1015.67;12.62;1.66;18.17;0.00;23.00;4.00;66.00;32.00;0.40;6.70;2.50;35.00;0.20;0.00;0.00;0.00;0.00;2.00;0
7;34;8;2009;F;32.24;47.27;1015.70;12.40;1.60;17.77;0.00;23.00;4.00;70.00;29.00;0.40;2.70;2.30;29.00;0.20;0.00;0.00;0.00;2.00;0.00;0
1;35;8;2009;L;32.29;47.32;1015.69;12.50;1.62;17.96;0.00;42.00;6.00;67.00;62.00;0.40;4.02;2.38;37.00;0.20;0.00;0.00;2.00;0.00;0.00;0
2;35;8;2009;L;32.28;47.31;1015.69;12.49;1.62;17.94;0.00;46.00;4.00;64.00;67.00;0.40;3.96;2.37;44.00;0.20;0.00;2.00;0.00;0.00;0.00;2
3;35;8;2009;L;32.28;45.00;1016.00;17.00;1.00;24.00;0.00;26.00;2.00;69.00;38.00;0.50;2.90;2.20;44.00;0.20;2.00;0.00;0.00;0.00;2.00;5
4;35;8;2009;L;33.10;64.00;1015.00;19.00;4.00;28.00;0.00;24.00;4.00;61.00;37.00;0.40;4.90;2.30;42.00;0.20;0.00;0.00;0.00;2.00;5.00;25
5;35;8;2009;L;35.40;67.00;1014.00;17.00;2.00;28.00;0.00;22.00;4.00;60.00;35.00;0.40;3.90;2.30;35.00;0.20;0.00;0.00;2.00;5.00;25.00;24
6;35;8;2009;F;33.00;67.00;1016.00;19.00;3.00;30.00;0.00;10.00;3.00;57.00;14.00;0.40;2.70;2.20;0.00;0.00;0.00;2.00;5.00;25.00;24.00;17
7;35;8;2009;F;34.10;67.00;1015.00;19.00;3.00;30.00;0.00;14.00;3.00;66.00;19.00;0.40;2.60;2.20;32.00;0.20;2.00;5.00;25.00;24.00;17.00;7
1;36;8;2009;L;36.00;69.00;1014.00;21.00;3.00;34.00;0.00;25.00;3.00;59.00;39.00;0.40;2.40;2.30;31.00;0.20;5.00;25.00;24.00;17.00;7.00;18
2;36;9;2009;L;33.30;81.00;1014.00;22.00;1.00;34.00;0.00;25.00;3.00;52.00;42.00;0.40;2.50;2.30;32.00;0.20;25.00;24.00;17.00;7.00;18.00;4
3;36;9;2009;L;34.50;67.00;1013.00;19.00;2.00;28.00;0.00;34.00;3.00;56.00;55.00;0.40;3.80;2.40;38.00;0.20;24.00;17.00;7.00;18.00;4.00;4
4;36;9;2009;L;39.20;47.00;1012.00;23.00;3.00;34.00;0.00;21.00;4.00;67.00;25.00;0.50;6.70;2.10;0.00;0.00;17.00;7.00;18.00;4.00;4.00;37
5;36;9;2009;L;37.60;51.00;1012.00;22.00;4.00;34.00;0.00;29.00;5.00;67.00;51.00;0.60;4.70;2.60;0.00;0.00;7.00;18.00;4.00;4.00;37.00;32
6;36;9;2009;F;32.20;70.00;1017.00;21.00;4.00;30.00;0.00;8.00;4.00;66.00;13.00;0.40;2.10;2.10;0.00;0.00;18.00;4.00;4.00;37.00;32.00;16
7;36;9;2009;F;30.30;67.00;1017.00;21.00;4.00;34.00;0.00;6.00;3.00;69.00;8.00;0.40;2.00;2.10;0.00;0.00;4.00;4.00;37.00;32.00;16.00;11
1;37;9;2009;L;30.20;66.00;1017.00;22.00;3.00;34.00;0.00;16.00;2.00;60.00;23.00;0.40;2.50;2.20;0.00;0.00;4.00;37.00;32.00;16.00;11.00;18
2;37;9;2009;L;30.40;63.00;1016.00;19.00;3.00;34.00;0.00;35.00;4.00;71.00;53.00;0.40;2.70;2.90;32.00;0.20;37.00;32.00;16.00;11.00;18.00;7
3;37;9;2009;L;30.40;62.00;1018.00;19.00;3.00;28.00;0.00;34.00;4.00;70.00;50.00;0.40;3.20;2.40;28.00;0.10;32.00;16.00;11.00;18.00;7.00;33
4;37;9;2009;L;30.70;58.00;1019.00;16.00;3.00;26.00;0.00;39.00;4.00;65.00;57.00;0.50;4.30;2.50;32.00;0.20;16.00;11.00;18.00;7.00;33.00;12
5;37;9;2009;L;30.20;60.00;1018.00;26.00;3.00;38.00;0.00;41.00;4.00;70.00;67.00;0.40;5.50;2.70;39.00;0.20;11.00;18.00;7.00;33.00;12.00;21
6;37;9;2009;F;32.00;60.00;1014.00;19.00;3.00;32.00;0.00;35.00;3.00;84.00;44.00;0.40;5.50;2.20;33.00;0.10;18.00;7.00;33.00;12.00;21.00;9
7;37;9;2009;F;30.80;69.00;1014.00;24.00;2.00;37.00;0.10;32.00;3.00;74.00;40.00;0.40;2.60;2.10;34.00;0.20;7.00;33.00;12.00;21.00;9.00;12
1;38;9;2009;L;30.90;63.00;1011.00;30.00;3.00;39.00;0.10;48.00;4.00;53.00;82.00;0.40;4.10;2.10;32.00;0.20;33.00;12.00;21.00;9.00;12.00;9
2;38;9;2009;F;26.30;75.00;1008.00;21.00;2.00;32.00;0.48;45.00;3.00;37.00;79.00;0.40;3.70;2.40;29.00;0.10;12.00;21.00;9.00;12.00;9.00;1
3;38;9;2009;L;25.60;82.00;1008.00;24.00;1.00;41.00;1.78;46.00;5.00;29.00;81.00;0.50;3.90;2.60;29.00;0.20;21.00;9.00;12.00;9.00;1.00;2
4;38;9;2009;L;26.70;72.00;1010.00;37.00;5.00;61.00;0.13;43.00;3.00;47.00;86.00;0.40;14.30;2.80;30.00;0.20;9.00;12.00;9.00;1.00;2.00;2
5;38;9;2009;L;28.50;56.00;1015.00;19.00;2.00;30.00;0.00;61.00;4.00;56.00;111.00;0.50;4.60;2.40;29.00;0.20;12.00;9.00;1.00;2.00;2.00;4
6;38;9;2009;F;30.00;49.00;1020.00;23.00;3.00;37.00;0.00;46.00;2.00;71.00;63.00;0.40;3.70;2.00;25.00;0.10;9.00;1.00;2.00;2.00;4.00;7
7;38;9;2009;F;27.00;54.00;1019.00;19.00;2.00;38.00;0.00;33.00;3.00;68.00;42.00;0.40;2.20;2.00;24.00;0.10;1.00;2.00;2.00;4.00;7.00;2
1;39;9;2009;L;28.40;65.00;1020.00;19.00;2.00;34.00;0.36;46.00;2.00;39.00;82.00;0.41;2.82;2.04;28.00;0.20;2.00;2.00;4.00;7.00;2.00;4
2;39;9;2009;L;27.20;70.00;1020.00;17.00;2.00;34.00;0.36;52.00;4.00;43.00;96.00;0.40;3.80;2.20;35.00;0.20;2.00;4.00;7.00;2.00;4.00;0
3;39;9;2009;L;25.00;77.00;1019.00;18.00;3.00;32.00;0.03;47.00;3.00;56.00;72.00;0.40;2.50;2.90;0.00;0.20;4.00;7.00;2.00;4.00;0.00;1
4;39;9;2009;L;29.90;68.00;1020.00;12.00;2.00;23.00;0.00;46.00;3.00;60.00;78.00;0.40;3.60;2.10;37.00;0.10;7.00;2.00;4.00;0.00;1.00;2
5;39;9;2009;L;31.90;60.00;1019.00;18.00;3.00;28.00;0.00;44.00;5.00;47.00;82.00;0.50;7.60;3.00;40.00;0.10;2.00;4.00;0.00;1.00;2.00;5
6;39;9;2009;F;26.40;70.00;1017.00;13.00;2.00;23.00;0.00;25.00;3.00;54.00;33.00;0.50;5.20;2.80;0.00;0.00;4.00;0.00;1.00;2.00;5.00;3
7;39;9;2009;F;22.30;83.00;1017.00;21.00;2.00;36.00;2.01;16.00;3.00;50.00;20.00;0.40;3.60;2.30;0.00;0.00;0.00;1.00;2.00;5.00;3.00;2
1;40;9;2009;L;20.40;92.00;1016.00;15.00;2.00;19.00;2.62;57.00;4.00;23.00;108.00;0.40;3.70;2.60;31.00;0.10;1.00;2.00;5.00;3.00;2.00;0
2;40;9;2009;L;26.20;82.00;1015.00;21.00;2.00;28.00;0.03;21.00;3.00;41.00;29.00;0.40;4.80;2.60;0.00;0.00;2.00;5.00;3.00;2.00;0.00;0
3;40;9;2009;L;25.10;82.00;1015.00;11.00;1.00;18.00;0.97;28.00;4.00;37.00;41.00;0.50;9.30;2.90;0.00;0.00;5.00;3.00;2.00;0.00;0.00;0
4;40;10;2009;L;30.00;87.00;1015.00;17.00;1.00;28.00;0.10;44.00;4.00;42.00;81.00;0.40;7.60;2.30;31.00;0.10;3.00;2.00;0.00;0.00;0.00;8
5;40;10;2009;L;31.90;62.00;1016.00;22.00;3.00;38.00;0.10;58.00;4.00;50.00;100.00;0.40;10.10;2.20;31.00;0.20;2.00;0.00;0.00;0.00;8.00;2
6;40;10;2009;F;32.00;62.00;1016.00;16.00;2.00;24.00;0.00;41.00;4.00;57.00;64.00;0.41;9.40;2.30;42.00;0.10;0.00;0.00;0.00;8.00;2.00;1
7;40;10;2009;F;31.70;70.00;1016.00;13.00;2.00;21.00;0.00;26.00;4.00;64.00;33.00;0.41;9.39;2.27;40.00;0.10;0.00;0.00;8.00;2.00;1.00;4
1;41;10;2009;L;31.90;69.00;1016.00;16.00;2.00;21.00;0.00;43.00;4.00;45.00;74.00;0.41;9.46;2.27;45.00;0.20;0.00;8.00;2.00;1.00;4.00;0
2;41;10;2009;L;32.60;65.00;1017.00;19.00;3.00;26.00;0.00;42.00;5.00;50.00;72.00;0.60;8.60;2.90;45.00;0.20;8.00;2.00;1.00;4.00;0.00;0
3;41;10;2009;L;31.00;77.00;1016.00;18.00;2.00;24.00;0.00;39.00;4.00;50.00;66.00;0.60;6.70;3.00;55.00;0.20;2.00;1.00;4.00;0.00;0.00;2
4;41;10;2009;L;32.70;72.00;1014.00;18.00;2.00;28.00;0.03;47.00;4.00;45.00;74.00;0.60;4.50;2.60;56.00;0.20;1.00;4.00;0.00;0.00;2.00;0
5;41;10;2009;L;30.20;70.00;1016.00;17.00;2.00;26.00;0.00;38.00;4.00;39.00;70.00;0.50;6.40;2.50;47.00;0.10;4.00;0.00;0.00;2.00;0.00;2
6;41;10;2009;F;31.50;73.00;1017.00;19.00;2.00;28.00;0.00;29.00;4.00;47.00;49.00;0.50;3.60;2.50;45.00;0.10;0.00;0.00;2.00;0.00;2.00;0
7;41;10;2009;F;29.40;74.00;1018.00;15.00;2.00;21.00;0.00;25.00;3.00;52.00;38.00;0.40;2.70;2.20;36.00;0.10;0.00;2.00;0.00;2.00;0.00;2
1;42;10;2009;F;30.60;70.00;1017.00;17.00;2.00;26.00;0.00;27.00;3.00;41.00;41.00;0.40;2.40;2.10;30.00;0.10;2.00;0.00;2.00;0.00;2.00;0
2;42;10;2009;L;25.50;76.00;1018.00;18.00;2.00;26.00;0.05;43.00;4.00;23.00;87.00;0.50;5.00;3.10;39.00;0.20;0.00;2.00;0.00;2.00;0.00;0
3;42;10;2009;L;28.00;71.00;1017.00;13.00;2.00;23.00;0.00;43.00;4.00;33.00;89.00;0.50;4.90;2.60;38.00;0.10;2.00;0.00;2.00;0.00;0.00;1
4;42;10;2009;L;27.40;77.00;1014.00;26.00;3.00;43.00;0.03;32.00;4.00;40.00;62.00;0.50;8.50;2.40;39.00;0.10;0.00;2.00;0.00;0.00;1.00;1
5;42;10;2009;L;19.80;87.00;1020.00;16.00;3.00;24.00;0.53;30.00;3.00;44.00;40.00;0.40;3.00;2.40;22.00;0.10;2.00;0.00;0.00;1.00;1.00;1
6;42;10;2009;F;26.50;74.00;1019.00;16.00;1.00;23.00;0.00;36.00;4.00;42.00;57.00;0.50;3.70;2.30;29.00;0.10;0.00;0.00;1.00;1.00;1.00;0
3;43;10;2009;L;30.90;54.00;1013.00;19.00;3.00;30.00;0.66;24.00;5.00;40.00;36.00;0.40;7.00;2.20;0.00;0.00;0.00;1.00;1.00;1.00;0.00;0
4;43;10;2009;L;25.40;51.00;1012.00;34.00;6.00;56.00;0.36;18.00;2.00;45.00;25.00;0.50;4.30;2.10;0.00;0.00;1.00;1.00;1.00;0.00;0.00;0
5;43;10;2009;L;26.60;52.00;1017.00;17.00;3.00;32.00;0.00;24.00;3.00;47.00;34.00;0.40;9.80;2.10;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0
6;43;10;2009;F;31.10;53.00;1018.00;21.00;3.00;32.00;0.00;20.00;5.00;35.00;25.00;0.40;21.30;2.10;31.00;0.30;1.00;0.00;0.00;0.00;0.00;0
7;43;10;2009;F;30.30;58.00;1016.00;15.00;3.00;24.00;0.00;20.00;5.00;44.00;27.00;0.50;2.70;2.30;24.00;0.30;0.00;0.00;0.00;0.00;0.00;0
1;44;10;2009;L;27.30;74.00;1016.00;15.00;2.00;24.00;0.00;28.00;5.00;30.00;49.00;0.50;4.80;2.90;33.00;0.30;0.00;0.00;0.00;0.00;0.00;0
2;44;10;2009;L;27.90;78.00;1018.00;16.00;2.00;24.00;0.00;0.00;4.00;32.00;0.00;0.50;4.10;3.00;39.00;0.30;0.00;0.00;0.00;0.00;0.00;0
3;44;10;2009;L;25.50;75.00;1020.00;9.00;2.00;15.00;0.00;26.00;4.00;28.00;36.00;0.40;5.10;2.90;30.00;0.30;0.00;0.00;0.00;0.00;0.00;0
4;44;10;2009;L;30.90;71.00;1019.00;12.00;2.00;19.00;0.00;30.00;4.00;30.00;45.00;0.30;3.50;2.20;35.00;0.30;0.00;0.00;0.00;0.00;0.00;1
5;44;10;2009;L;33.60;69.00;1019.00;10.00;2.00;17.00;0.00;43.00;5.00;21.00;96.00;0.70;17.90;3.80;45.00;0.30;0.00;0.00;0.00;0.00;1.00;0
6;44;10;2009;F;26.80;79.00;1023.00;16.00;2.00;23.00;0.00;27.00;4.00;37.00;46.00;0.40;7.90;3.10;56.00;0.30;0.00;0.00;0.00;1.00;0.00;0
7;44;11;2009;F;27.00;85.00;1022.00;12.00;1.00;18.00;0.00;8.00;3.00;60.00;11.00;0.10;1.10;2.20;46.00;0.20;0.00;0.00;1.00;0.00;0.00;1
1;45;11;2009;F;28.80;69.00;1014.00;22.00;3.00;32.00;19.38;25.00;4.00;33.00;45.00;0.20;2.60;2.40;35.00;0.30;0.00;1.00;0.00;0.00;1.00;0
2;45;11;2009;L;28.20;50.00;1014.00;17.00;4.00;28.00;0.00;30.00;5.00;35.00;44.00;0.20;3.80;2.40;29.00;0.20;1.00;0.00;0.00;1.00;0.00;0
3;45;11;2009;L;26.60;50.00;1008.00;27.00;4.00;45.00;0.00;32.00;5.00;30.00;67.00;0.20;13.00;2.50;33.00;0.20;0.00;0.00;1.00;0.00;0.00;1
4;45;11;2009;L;20.70;46.00;1012.00;31.00;6.00;52.00;0.00;22.00;4.00;43.00;34.00;0.10;4.30;2.20;26.00;0.20;0.00;1.00;0.00;0.00;1.00;0
5;45;11;2009;L;21.60;52.00;1014.00;21.00;3.00;38.00;0.00;32.00;4.00;41.00;51.00;0.10;15.90;2.10;21.00;0.20;1.00;0.00;0.00;1.00;0.00;0
6;45;11;2009;F;28.40;49.00;1014.00;36.00;6.00;60.00;0.05;18.00;4.00;44.00;31.00;0.20;14.70;2.50;30.00;0.20;0.00;0.00;1.00;0.00;0.00;0
7;45;11;2009;F;20.50;38.00;1013.00;39.00;6.00;55.00;0.00;5.00;3.00;63.00;7.00;0.10;1.40;2.00;16.00;0.10;0.00;1.00;0.00;0.00;0.00;0
1;46;11;2009;L;19.70;35.00;1014.00;40.00;11.00;72.00;0.53;6.00;4.00;66.00;10.00;0.10;0.70;2.00;27.00;0.10;1.00;0.00;0.00;0.00;0.00;0
2;46;11;2009;L;21.70;42.00;1017.00;26.00;4.00;41.00;0.00;48.00;6.00;41.00;106.00;0.10;31.80;2.20;22.00;0.20;0.00;0.00;0.00;0.00;0.00;0
3;46;11;2009;L;24.80;57.00;1013.00;16.00;3.00;21.00;0.00;56.00;5.00;22.00;131.00;0.40;10.40;2.60;39.00;0.30;0.00;0.00;0.00;0.00;0.00;0
4;46;11;2009;L;26.00;56.00;1015.00;11.00;2.00;17.00;0.00;54.00;5.00;29.00;121.00;0.40;9.10;3.30;39.00;0.30;0.00;0.00;0.00;0.00;0.00;0
5;46;11;2009;L;24.80;65.00;1017.00;10.00;2.00;13.00;0.00;57.00;5.00;18.00;127.00;0.50;16.40;3.50;51.00;0.30;0.00;0.00;0.00;0.00;0.00;0
