A_FECHA;NDSEM;NSEM;NMES;ANNO;LABOR;OLEAC_9;OLEAC_8;OLEAC_7;OLEAC_6;OLEAC_5;OLEAC_4;OLEAC_3;OLEAC_2;OLEAC_1;OLEAC
09/07/2016;6;28;7;2016;F;2;2;3;2;4;1;5;1;3;2
10/07/2016;7;28;7;2016;F;2;3;2;4;1;5;1;3;2;1
11/07/2016;1;29;7;2016;L;3;2;4;1;5;1;3;2;1;4
12/07/2016;2;29;7;2016;L;2;4;1;5;1;3;2;1;4;5
13/07/2016;3;29;7;2016;L;4;1;5;1;3;2;1;4;5;5
14/07/2016;4;29;7;2016;L;1;5;1;3;2;1;4;5;5;2
15/07/2016;5;29;7;2016;L;5;1;3;2;1;4;5;5;2;0
16/07/2016;6;29;7;2016;F;1;3;2;1;4;5;5;2;0;0
17/07/2016;7;29;7;2016;F;3;2;1;4;5;5;2;0;0;0
18/07/2016;1;30;7;2016;L;2;1;4;5;5;2;0;0;0;0
19/07/2016;2;30;7;2016;L;1;4;5;5;2;0;0;0;0;0
20/07/2016;3;30;7;2016;L;4;5;5;2;0;0;0;0;0;0
21/07/2016;4;30;7;2016;L;5;5;2;0;0;0;0;0;0;1
22/07/2016;5;30;7;2016;L;5;2;0;0;0;0;0;0;1;2
23/07/2016;6;30;7;2016;F;2;0;0;0;0;0;0;1;2;2
24/07/2016;7;30;7;2016;F;0;0;0;0;0;0;1;2;2;0
25/07/2016;1;31;7;2016;L;0;0;0;0;0;1;2;2;0;0
26/07/2016;2;31;7;2016;L;0;0;0;0;1;2;2;0;0;0
27/07/2016;3;31;7;2016;L;0;0;0;1;2;2;0;0;0;1
28/07/2016;4;31;7;2016;L;0;0;1;2;2;0;0;0;1;2
29/07/2016;5;31;7;2016;L;0;1;2;2;0;0;0;1;2;2
30/07/2016;6;31;7;2016;F;1;2;2;0;0;0;1;2;2;2
31/07/2016;7;31;7;2016;F;2;2;0;0;0;1;2;2;2;2
01/08/2016;1;32;8;2016;L;2;0;0;0;1;2;2;2;2;0
02/08/2016;2;32;8;2016;L;0;0;0;1;2;2;2;2;0;1
03/08/2016;3;32;8;2016;L;0;0;1;2;2;2;2;0;1;2
04/08/2016;4;32;8;2016;L;0;1;2;2;2;2;0;1;2;0
05/08/2016;5;32;8;2016;L;1;2;2;2;2;0;1;2;0;0
06/08/2016;6;32;8;2016;F;2;2;2;2;0;1;2;0;0;0
07/08/2016;7;32;8;2016;F;2;2;2;0;1;2;0;0;0;0
08/08/2016;1;33;8;2016;L;2;2;0;1;2;0;0;0;0;0
09/08/2016;2;33;8;2016;L;2;0;1;2;0;0;0;0;0;0
10/08/2016;3;33;8;2016;L;0;1;2;0;0;0;0;0;0;0
11/08/2016;4;33;8;2016;L;1;2;0;0;0;0;0;0;0;0
12/08/2016;5;33;8;2016;L;2;0;0;0;0;0;0;0;0;0
13/08/2016;6;33;8;2016;F;0;0;0;0;0;0;0;0;0;0
14/08/2016;7;33;8;2016;F;0;0;0;0;0;0;0;0;0;0
15/08/2016;1;34;8;2016;F;0;0;0;0;0;0;0;0;0;0
16/08/2016;2;34;8;2016;L;0;0;0;0;0;0;0;0;0;0
17/08/2016;3;34;8;2016;L;0;0;0;0;0;0;0;0;0;0
18/08/2016;4;34;8;2016;L;0;0;0;0;0;0;0;0;0;0
19/08/2016;5;34;8;2016;L;0;0;0;0;0;0;0;0;0;0
20/08/2016;6;34;8;2016;F;0;0;0;0;0;0;0;0;0;0
21/08/2016;7;34;8;2016;F;0;0;0;0;0;0;0;0;0;0
22/08/2016;1;35;8;2016;L;0;0;0;0;0;0;0;0;0;0
23/08/2016;2;35;8;2016;L;0;0;0;0;0;0;0;0;0;0
24/08/2016;3;35;8;2016;L;0;0;0;0;0;0;0;0;0;0
25/08/2016;4;35;8;2016;L;0;0;0;0;0;0;0;0;0;0
26/08/2016;5;35;8;2016;L;0;0;0;0;0;0;0;0;0;0
27/08/2016;6;35;8;2016;F;0;0;0;0;0;0;0;0;0;0
28/08/2016;7;35;8;2016;F;0;0;0;0;0;0;0;0;0;0
29/08/2016;1;36;8;2016;L;0;0;0;0;0;0;0;0;0;0
30/08/2016;2;36;8;2016;L;0;0;0;0;0;0;0;0;0;0
31/08/2016;3;36;8;2016;L;0;0;0;0;0;0;0;0;0;0
01/09/2016;4;36;9;2016;L;0;0;0;0;0;0;0;0;0;0
02/09/2016;5;36;9;2016;L;0;0;0;0;0;0;0;0;0;0
03/09/2016;6;36;9;2016;F;0;0;0;0;0;0;0;0;0;0
04/09/2016;7;36;9;2016;F;0;0;0;0;0;0;0;0;0;0
05/09/2016;1;37;9;2016;L;0;0;0;0;0;0;0;0;0;0
06/09/2016;2;37;9;2016;L;0;0;0;0;0;0;0;0;0;0
07/09/2016;3;37;9;2016;L;0;0;0;0;0;0;0;0;0;0
08/09/2016;4;37;9;2016;L;0;0;0;0;0;0;0;0;0;0
09/09/2016;5;37;9;2016;L;0;0;0;0;0;0;0;0;0;0
10/09/2016;6;37;9;2016;F;0;0;0;0;0;0;0;0;0;0
11/09/2016;7;37;9;2016;F;0;0;0;0;0;0;0;0;0;0
12/09/2016;1;38;9;2016;L;0;0;0;0;0;0;0;0;0;0
13/09/2016;2;38;9;2016;F;0;0;0;0;0;0;0;0;0;0
14/09/2016;3;38;9;2016;L;0;0;0;0;0;0;0;0;0;0
15/09/2016;4;38;9;2016;L;0;0;0;0;0;0;0;0;0;0
16/09/2016;5;38;9;2016;L;0;0;0;0;0;0;0;0;0;0
17/09/2016;6;38;9;2016;F;0;0;0;0;0;0;0;0;0;0
18/09/2016;7;38;9;2016;F;0;0;0;0;0;0;0;0;0;0
19/09/2016;1;39;9;2016;L;0;0;0;0;0;0;0;0;0;0
20/09/2016;2;39;9;2016;L;0;0;0;0;0;0;0;0;0;0
21/09/2016;3;39;9;2016;L;0;0;0;0;0;0;0;0;0;0
22/09/2016;4;39;9;2016;L;0;0;0;0;0;0;0;0;0;0
23/09/2016;5;39;9;2016;L;0;0;0;0;0;0;0;0;0;0
24/09/2016;6;39;9;2016;F;0;0;0;0;0;0;0;0;0;0
25/09/2016;7;39;9;2016;F;0;0;0;0;0;0;0;0;0;1
26/09/2016;1;40;9;2016;L;0;0;0;0;0;0;0;0;1;2
27/09/2016;2;40;9;2016;L;0;0;0;0;0;0;0;1;2;0
28/09/2016;3;40;9;2016;L;0;0;0;0;0;0;1;2;0;0
29/09/2016;4;40;9;2016;L;0;0;0;0;0;1;2;0;0;0
30/09/2016;5;40;9;2016;L;0;0;0;0;1;2;0;0;0;0
01/10/2016;6;40;10;2016;F;0;0;0;1;2;0;0;0;0;0
02/10/2016;7;40;10;2016;F;0;0;1;2;0;0;0;0;0;0
03/10/2016;1;41;10;2016;L;0;1;2;0;0;0;0;0;0;0
04/10/2016;2;41;10;2016;L;1;2;0;0;0;0;0;0;0;0
05/10/2016;3;41;10;2016;L;2;0;0;0;0;0;0;0;0;0
06/10/2016;4;41;10;2016;L;0;0;0;0;0;0;0;0;0;0
07/10/2016;5;41;10;2016;L;0;0;0;0;0;0;0;0;0;0
08/10/2016;6;41;10;2016;F;0;0;0;0;0;0;0;0;0;0
09/10/2016;7;41;10;2016;F;0;0;0;0;0;0;0;0;0;0
10/10/2016;1;42;10;2016;L;0;0;0;0;0;0;0;0;0;0
11/10/2016;2;42;10;2016;L;0;0;0;0;0;0;0;0;0;0
12/10/2016;3;42;10;2016;F;0;0;0;0;0;0;0;0;0;0
13/10/2016;4;42;10;2016;L;0;0;0;0;0;0;0;0;0;0
14/10/2016;5;42;10;2016;L;0;0;0;0;0;0;0;0;0;0
15/10/2016;6;42;10;2016;F;0;0;0;0;0;0;0;0;0;0
16/10/2016;7;42;10;2016;F;0;0;0;0;0;0;0;0;0;0
17/10/2016;1;43;10;2016;L;0;0;0;0;0;0;0;0;0;0
18/10/2016;2;43;10;2016;L;0;0;0;0;0;0;0;0;0;0
19/10/2016;3;43;10;2016;L;0;0;0;0;0;0;0;0;0;0
20/10/2016;4;43;10;2016;L;0;0;0;0;0;0;0;0;0;0
21/10/2016;5;43;10;2016;L;0;0;0;0;0;0;0;0;0;0
22/10/2016;6;43;10;2016;F;0;0;0;0;0;0;0;0;0;0
23/10/2016;7;43;10;2016;F;0;0;0;0;0;0;0;0;0;0
24/10/2016;1;44;10;2016;L;0;0;0;0;0;0;0;0;0;0
25/10/2016;2;44;10;2016;L;0;0;0;0;0;0;0;0;0;0
26/10/2016;3;44;10;2016;L;0;0;0;0;0;0;0;0;0;0
27/10/2016;4;44;10;2016;L;0;0;0;0;0;0;0;0;0;0
28/10/2016;5;44;10;2016;L;0;0;0;0;0;0;0;0;0;0
29/10/2016;6;44;10;2016;F;0;0;0;0;0;0;0;0;0;0
30/10/2016;7;44;10;2016;F;0;0;0;0;0;0;0;0;0;0
31/10/2016;1;45;10;2016;L;0;0;0;0;0;0;0;0;0;0
01/11/2016;2;45;11;2016;F;0;0;0;0;0;0;0;0;0;0
02/11/2016;3;45;11;2016;L;0;0;0;0;0;0;0;0;0;0
03/11/2016;4;45;11;2016;L;0;0;0;0;0;0;0;0;0;0
04/11/2016;5;45;11;2016;L;0;0;0;0;0;0;0;0;0;0
05/11/2016;6;45;11;2016;F;0;0;0;0;0;0;0;0;0;0
06/11/2016;7;45;11;2016;F;0;0;0;0;0;0;0;0;0;0
07/11/2016;1;46;11;2016;L;0;0;0;0;0;0;0;0;0;0
08/11/2016;2;46;11;2016;L;0;0;0;0;0;0;0;0;0;0
09/11/2016;3;46;11;2016;L;0;0;0;0;0;0;0;0;0;0
10/11/2016;4;46;11;2016;L;0;0;0;0;0;0;0;0;0;0
11/11/2016;5;46;11;2016;L;0;0;0;0;0;0;0;0;0;0
12/11/2016;6;46;11;2016;F;0;0;0;0;0;0;0;0;0;0
13/11/2016;7;46;11;2016;F;0;0;0;0;0;0;0;0;0;0
14/11/2016;1;47;11;2016;L;0;0;0;0;0;0;0;0;0;0
15/11/2016;2;47;11;2016;L;0;0;0;0;0;0;0;0;0;0
16/11/2016;3;47;11;2016;L;0;0;0;0;0;0;0;0;0;0
17/11/2016;4;47;11;2016;L;0;0;0;0;0;0;0;0;0;0
18/11/2016;5;47;11;2016;L;0;0;0;0;0;0;0;0;0;0
19/11/2016;6;47;11;2016;F;0;0;0;0;0;0;0;0;0;0
20/11/2016;7;47;11;2016;F;0;0;0;0;0;0;0;0;0;0
21/11/2016;1;48;11;2016;L;0;0;0;0;0;0;0;0;0;0
22/11/2016;2;48;11;2016;L;0;0;0;0;0;0;0;0;0;0
23/11/2016;3;48;11;2016;L;0;0;0;0;0;0;0;0;0;0
24/11/2016;4;48;11;2016;L;0;0;0;0;0;0;0;0;0;0
25/11/2016;5;48;11;2016;L;0;0;0;0;0;0;0;0;0;0
26/11/2016;6;48;11;2016;F;0;0;0;0;0;0;0;0;0;0
27/11/2016;7;48;11;2016;F;0;0;0;0;0;0;0;0;0;0
28/11/2016;1;49;11;2016;L;0;0;0;0;0;0;0;0;0;0
29/11/2016;2;49;11;2016;L;0;0;0;0;0;0;0;0;0;0
30/11/2016;3;49;11;2016;L;0;0;0;0;0;0;0;0;0;0
01/12/2016;4;49;12;2016;L;0;0;0;0;0;0;0;0;0;0
02/12/2016;5;49;12;2016;L;0;0;0;0;0;0;0;0;0;0
03/12/2016;6;49;12;2016;F;0;0;0;0;0;0;0;0;0;0
04/12/2016;7;49;12;2016;F;0;0;0;0;0;0;0;0;0;0
05/12/2016;1;50;12;2016;L;0;0;0;0;0;0;0;0;0;0
06/12/2016;2;50;12;2016;F;0;0;0;0;0;0;0;0;0;0
07/12/2016;3;50;12;2016;L;0;0;0;0;0;0;0;0;0;0
08/12/2016;4;50;12;2016;F;0;0;0;0;0;0;0;0;0;0
09/12/2016;5;50;12;2016;L;0;0;0;0;0;0;0;0;0;0
10/12/2016;6;50;12;2016;F;0;0;0;0;0;0;0;0;0;0
11/12/2016;7;50;12;2016;F;0;0;0;0;0;0;0;0;0;0
12/12/2016;1;51;12;2016;L;0;0;0;0;0;0;0;0;0;0
13/12/2016;2;51;12;2016;L;0;0;0;0;0;0;0;0;0;0
14/12/2016;3;51;12;2016;L;0;0;0;0;0;0;0;0;0;0
21/12/2016;3;52;12;2016;L;0;0;0;0;0;0;0;0;0;0
22/12/2016;4;52;12;2016;L;0;0;0;0;0;0;0;0;0;0
23/12/2016;5;52;12;2016;L;0;0;0;0;0;0;0;0;0;0
24/12/2016;6;52;12;2016;F;0;0;0;0;0;0;0;0;0;0
25/12/2016;7;52;12;2016;F;0;0;0;0;0;0;0;0;0;0
26/12/2016;1;53;12;2016;F;0;0;0;0;0;0;0;0;0;0
27/12/2016;2;53;12;2016;L;0;0;0;0;0;0;0;0;0;0
28/12/2016;3;53;12;2016;L;0;0;0;0;0;0;0;0;0;0
29/12/2016;4;53;12;2016;L;0;0;0;0;0;0;0;0;0;0
30/12/2016;5;53;12;2016;L;0;0;0;0;0;0;0;0;0;0
31/12/2016;6;53;12;2016;F;0;0;0;0;0;0;0;0;0;0
01/01/2017;7;1;1;2017;F;0;0;0;0;0;0;0;0;0;0
02/01/2017;1;2;1;2017;F;0;0;0;0;0;0;0;0;0;0
03/01/2017;2;2;1;2017;L;0;0;0;0;0;0;0;0;0;0
04/01/2017;3;2;1;2017;L;0;0;0;0;0;0;0;0;0;0
05/01/2017;4;2;1;2017;L;0;0;0;0;0;0;0;0;0;0
06/01/2017;5;2;1;2017;F;0;0;0;0;0;0;0;0;0;0
07/01/2017;6;2;1;2017;F;0;0;0;0;0;0;0;0;0;0
08/01/2017;7;2;1;2017;F;0;0;0;0;0;0;0;0;0;0
09/01/2017;1;3;1;2017;L;0;0;0;0;0;0;0;0;0;0
10/01/2017;2;3;1;2017;L;0;0;0;0;0;0;0;0;0;0
11/01/2017;3;3;1;2017;L;0;0;0;0;0;0;0;0;0;0
12/01/2017;4;3;1;2017;L;0;0;0;0;0;0;0;0;0;0
13/01/2017;5;3;1;2017;L;0;0;0;0;0;0;0;0;0;0
14/01/2017;6;3;1;2017;F;0;0;0;0;0;0;0;0;0;0
15/01/2017;7;3;1;2017;F;0;0;0;0;0;0;0;0;0;0
16/01/2017;1;4;1;2017;L;0;0;0;0;0;0;0;0;0;0
17/01/2017;2;4;1;2017;L;0;0;0;0;0;0;0;0;0;0
18/01/2017;3;4;1;2017;L;0;0;0;0;0;0;0;0;0;0
19/01/2017;4;4;1;2017;L;0;0;0;0;0;0;0;0;0;0
20/01/2017;5;4;1;2017;L;0;0;0;0;0;0;0;0;0;0
21/01/2017;6;4;1;2017;F;0;0;0;0;0;0;0;0;0;0
22/01/2017;7;4;1;2017;F;0;0;0;0;0;0;0;0;0;0
23/01/2017;1;5;1;2017;L;0;0;0;0;0;0;0;0;0;0
24/01/2017;2;5;1;2017;L;0;0;0;0;0;0;0;0;0;0
25/01/2017;3;5;1;2017;L;0;0;0;0;0;0;0;0;0;0
26/01/2017;4;5;1;2017;L;0;0;0;0;0;0;0;0;0;0
27/01/2017;5;5;1;2017;L;0;0;0;0;0;0;0;0;0;0
28/01/2017;6;5;1;2017;F;0;0;0;0;0;0;0;0;0;0
29/01/2017;7;5;1;2017;F;0;0;0;0;0;0;0;0;0;0
30/01/2017;1;6;1;2017;L;0;0;0;0;0;0;0;0;0;0
31/01/2017;2;6;1;2017;L;0;0;0;0;0;0;0;0;0;0
01/02/2017;3;6;2;2017;L;0;0;0;0;0;0;0;0;0;0
02/02/2017;4;6;2;2017;L;0;0;0;0;0;0;0;0;0;0
03/02/2017;5;6;2;2017;L;0;0;0;0;0;0;0;0;0;0
04/02/2017;6;6;2;2017;F;0;0;0;0;0;0;0;0;0;0
05/02/2017;7;6;2;2017;F;0;0;0;0;0;0;0;0;0;0
06/02/2017;1;7;2;2017;L;0;0;0;0;0;0;0;0;0;0
07/02/2017;2;7;2;2017;L;0;0;0;0;0;0;0;0;0;0
08/02/2017;3;7;2;2017;L;0;0;0;0;0;0;0;0;0;0
09/02/2017;4;7;2;2017;L;0;0;0;0;0;0;0;0;0;0
10/02/2017;5;7;2;2017;L;0;0;0;0;0;0;0;0;0;0
11/02/2017;6;7;2;2017;F;0;0;0;0;0;0;0;0;0;0
12/02/2017;7;7;2;2017;F;0;0;0;0;0;0;0;0;0;0
13/02/2017;1;8;2;2017;L;0;0;0;0;0;0;0;0;0;0
14/02/2017;2;8;2;2017;L;0;0;0;0;0;0;0;0;0;0
15/02/2017;3;8;2;2017;L;0;0;0;0;0;0;0;0;0;0
16/02/2017;4;8;2;2017;L;0;0;0;0;0;0;0;0;0;0
17/02/2017;5;8;2;2017;L;0;0;0;0;0;0;0;0;0;0
18/02/2017;6;8;2;2017;F;0;0;0;0;0;0;0;0;0;0
19/02/2017;7;8;2;2017;F;0;0;0;0;0;0;0;0;0;0
20/02/2017;1;9;2;2017;L;0;0;0;0;0;0;0;0;0;0
21/02/2017;2;9;2;2017;L;0;0;0;0;0;0;0;0;0;0
22/02/2017;3;9;2;2017;L;0;0;0;0;0;0;0;0;0;0
23/02/2017;4;9;2;2017;L;0;0;0;0;0;0;0;0;0;0
24/02/2017;5;9;2;2017;L;0;0;0;0;0;0;0;0;0;0
25/02/2017;6;9;2;2017;F;0;0;0;0;0;0;0;0;0;0
26/02/2017;7;9;2;2017;F;0;0;0;0;0;0;0;0;0;0
27/02/2017;1;10;2;2017;L;0;0;0;0;0;0;0;0;0;0
28/02/2017;2;10;2;2017;L;0;0;0;0;0;0;0;0;0;0
01/03/2017;3;10;3;2017;L;0;0;0;0;0;0;0;0;0;0
02/03/2017;4;10;3;2017;L;0;0;0;0;0;0;0;0;0;0
03/03/2017;5;10;3;2017;L;0;0;0;0;0;0;0;0;0;0
04/03/2017;6;10;3;2017;F;0;0;0;0;0;0;0;0;0;0
05/03/2017;7;10;3;2017;F;0;0;0;0;0;0;0;0;0;0
06/03/2017;1;11;3;2017;L;0;0;0;0;0;0;0;0;0;0
07/03/2017;2;11;3;2017;L;0;0;0;0;0;0;0;0;0;0
08/03/2017;3;11;3;2017;L;0;0;0;0;0;0;0;0;0;0
09/03/2017;4;11;3;2017;L;0;0;0;0;0;0;0;0;0;0
10/03/2017;5;11;3;2017;L;0;0;0;0;0;0;0;0;0;0
11/03/2017;6;11;3;2017;F;0;0;0;0;0;0;0;0;0;0
12/03/2017;7;11;3;2017;F;0;0;0;0;0;0;0;0;0;0
13/03/2017;1;12;3;2017;L;0;0;0;0;0;0;0;0;0;0
14/03/2017;2;12;3;2017;L;0;0;0;0;0;0;0;0;0;0
15/03/2017;3;12;3;2017;L;0;0;0;0;0;0;0;0;0;0
16/03/2017;4;12;3;2017;L;0;0;0;0;0;0;0;0;0;0
17/03/2017;5;12;3;2017;L;0;0;0;0;0;0;0;0;0;0
18/03/2017;6;12;3;2017;F;0;0;0;0;0;0;0;0;0;0
19/03/2017;7;12;3;2017;F;0;0;0;0;0;0;0;0;0;0
20/03/2017;1;13;3;2017;F;0;0;0;0;0;0;0;0;0;0
21/03/2017;2;13;3;2017;L;0;0;0;0;0;0;0;0;0;0
22/03/2017;3;13;3;2017;L;0;0;0;0;0;0;0;0;0;6
23/03/2017;4;13;3;2017;L;0;0;0;0;0;0;0;0;6;0
24/03/2017;5;13;3;2017;L;0;0;0;0;0;0;0;6;0;0
25/03/2017;6;13;3;2017;F;0;0;0;0;0;0;6;0;0;1
26/03/2017;7;13;3;2017;F;0;0;0;0;0;6;0;0;1;0
27/03/2017;1;14;3;2017;L;0;0;0;0;6;0;0;1;0;0
28/03/2017;2;14;3;2017;L;0;0;0;6;0;0;1;0;0;0
29/03/2017;3;14;3;2017;L;0;0;6;0;0;1;0;0;0;0
30/03/2017;4;14;3;2017;L;0;6;0;0;1;0;0;0;0;0
31/03/2017;5;14;3;2017;L;6;0;0;1;0;0;0;0;0;0
01/04/2017;6;14;4;2017;F;0;0;1;0;0;0;0;0;0;0
02/04/2017;7;14;4;2017;F;0;1;0;0;0;0;0;0;0;0
03/04/2017;1;15;4;2017;L;1;0;0;0;0;0;0;0;0;1
04/04/2017;2;15;4;2017;L;0;0;0;0;0;0;0;0;1;1
05/04/2017;3;15;4;2017;L;0;0;0;0;0;0;0;1;1;0
06/04/2017;4;15;4;2017;L;0;0;0;0;0;0;1;1;0;2
07/04/2017;5;15;4;2017;L;0;0;0;0;0;1;1;0;2;2
08/04/2017;6;15;4;2017;F;0;0;0;0;1;1;0;2;2;1
09/04/2017;7;15;4;2017;F;0;0;0;1;1;0;2;2;1;2
10/04/2017;1;16;4;2017;L;0;0;1;1;0;2;2;1;2;1
11/04/2017;2;16;4;2017;L;0;1;1;0;2;2;1;2;1;5
12/04/2017;3;16;4;2017;L;1;1;0;2;2;1;2;1;5;4
13/04/2017;4;16;4;2017;F;1;0;2;2;1;2;1;5;4;10
14/04/2017;5;16;4;2017;F;0;2;2;1;2;1;5;4;10;10
15/04/2017;6;16;4;2017;F;2;2;1;2;1;5;4;10;10;14
16/04/2017;7;16;4;2017;F;2;1;2;1;5;4;10;10;14;17
17/04/2017;1;17;4;2017;L;1;2;1;5;4;10;10;14;17;40
18/04/2017;2;17;4;2017;F;2;1;5;4;10;10;14;17;40;42
19/04/2017;3;17;4;2017;L;1;5;4;10;10;14;17;40;42;33
20/04/2017;4;17;4;2017;L;5;4;10;10;14;17;40;42;33;11
21/04/2017;5;17;4;2017;L;4;10;10;14;17;40;42;33;11;20
22/04/2017;6;17;4;2017;F;10;10;14;17;40;42;33;11;20;10
23/04/2017;7;17;4;2017;F;10;14;17;40;42;33;11;20;10;20
24/04/2017;1;18;4;2017;L;14;17;40;42;33;11;20;10;20;40
25/04/2017;2;18;4;2017;L;17;40;42;33;11;20;10;20;40;43
26/04/2017;3;18;4;2017;L;40;42;33;11;20;10;20;40;43;233
27/04/2017;4;18;4;2017;L;42;33;11;20;10;20;40;43;233;43
28/04/2017;5;18;4;2017;L;33;11;20;10;20;40;43;233;43;11
29/04/2017;6;18;4;2017;F;11;20;10;20;40;43;233;43;11;8
30/04/2017;7;18;4;2017;F;20;10;20;40;43;233;43;11;8;80
01/05/2017;1;19;5;2017;F;10;20;40;43;233;43;11;8;80;121
02/05/2017;2;19;5;2017;L;20;40;43;233;43;11;8;80;121;37
03/05/2017;3;19;5;2017;L;40;43;233;43;11;8;80;121;37;14
04/05/2017;4;19;5;2017;L;43;233;43;11;8;80;121;37;14;8
05/05/2017;5;19;5;2017;L;233;43;11;8;80;121;37;14;8;30
06/05/2017;6;19;5;2017;F;43;11;8;80;121;37;14;8;30;79
07/05/2017;7;19;5;2017;F;11;8;80;121;37;14;8;30;79;46
08/05/2017;1;20;5;2017;L;8;80;121;37;14;8;30;79;46;21
09/05/2017;2;20;5;2017;L;80;121;37;14;8;30;79;46;21;15
10/05/2017;3;20;5;2017;L;121;37;14;8;30;79;46;21;15;116
11/05/2017;4;20;5;2017;L;37;14;8;30;79;46;21;15;116;91
12/05/2017;5;20;5;2017;L;14;8;30;79;46;21;15;116;91;69
13/05/2017;6;20;5;2017;F;8;30;79;46;21;15;116;91;69;56
14/05/2017;7;20;5;2017;F;30;79;46;21;15;116;91;69;56;61
15/05/2017;1;21;5;2017;L;79;46;21;15;116;91;69;56;61;53
16/05/2017;2;21;5;2017;L;46;21;15;116;91;69;56;61;53;30
17/05/2017;3;21;5;2017;L;21;15;116;91;69;56;61;53;30;35
18/05/2017;4;21;5;2017;L;15;116;91;69;56;61;53;30;35;29
19/05/2017;5;21;5;2017;L;116;91;69;56;61;53;30;35;29;49
20/05/2017;6;21;5;2017;F;91;69;56;61;53;30;35;29;49;84
21/05/2017;7;21;5;2017;F;69;56;61;53;30;35;29;49;84;14
22/05/2017;1;22;5;2017;L;56;61;53;30;35;29;49;84;14;5
23/05/2017;2;22;5;2017;L;61;53;30;35;29;49;84;14;5;22
24/05/2017;3;22;5;2017;L;53;30;35;29;49;84;14;5;22;14
25/05/2017;4;22;5;2017;L;30;35;29;49;84;14;5;22;14;7
26/05/2017;5;22;5;2017;L;35;29;49;84;14;5;22;14;7;14
27/05/2017;6;22;5;2017;F;29;49;84;14;5;22;14;7;14;26
28/05/2017;7;22;5;2017;F;49;84;14;5;22;14;7;14;26;24
29/05/2017;1;23;5;2017;L;84;14;5;22;14;7;14;26;24;9
30/05/2017;2;23;5;2017;L;14;5;22;14;7;14;26;24;9;21
31/05/2017;3;23;5;2017;L;5;22;14;7;14;26;24;9;21;17
01/06/2017;4;23;6;2017;L;22;14;7;14;26;24;9;21;17;5
02/06/2017;5;23;6;2017;L;14;7;14;26;24;9;21;17;5;6
03/06/2017;6;23;6;2017;F;7;14;26;24;9;21;17;5;6;9
04/06/2017;7;23;6;2017;F;14;26;24;9;21;17;5;6;9;6
05/06/2017;1;24;6;2017;L;26;24;9;21;17;5;6;9;6;8
06/06/2017;2;24;6;2017;L;24;9;21;17;5;6;9;6;8;14
07/06/2017;3;24;6;2017;L;9;21;17;5;6;9;6;8;14;8
08/06/2017;4;24;6;2017;L;21;17;5;6;9;6;8;14;8;4
09/06/2017;5;24;6;2017;F;17;5;6;9;6;8;14;8;4;8
10/06/2017;6;24;6;2017;F;5;6;9;6;8;14;8;4;8;13
11/06/2017;7;24;6;2017;F;6;9;6;8;14;8;4;8;13;11
12/06/2017;1;25;6;2017;L;9;6;8;14;8;4;8;13;11;7
13/06/2017;2;25;6;2017;L;6;8;14;8;4;8;13;11;7;3
14/06/2017;3;25;6;2017;L;8;14;8;4;8;13;11;7;3;2
15/06/2017;4;25;6;2017;L;14;8;4;8;13;11;7;3;2;5
16/06/2017;5;25;6;2017;L;8;4;8;13;11;7;3;2;5;2
17/06/2017;6;25;6;2017;F;4;8;13;11;7;3;2;5;2;2
18/06/2017;7;25;6;2017;F;8;13;11;7;3;2;5;2;2;2
19/06/2017;1;26;6;2017;L;13;11;7;3;2;5;2;2;2;1
20/06/2017;2;26;6;2017;L;11;7;3;2;5;2;2;2;1;2
21/06/2017;3;26;6;2017;L;7;3;2;5;2;2;2;1;2;2
22/06/2017;4;26;6;2017;L;3;2;5;2;2;2;1;2;2;3
23/06/2017;5;26;6;2017;L;2;5;2;2;2;1;2;2;3;5
24/06/2017;6;26;6;2017;F;5;2;2;2;1;2;2;3;5;7
25/06/2017;7;26;6;2017;F;2;2;2;1;2;2;3;5;7;5
26/06/2017;1;27;6;2017;L;2;2;1;2;2;3;5;7;5;5
27/06/2017;2;27;6;2017;L;2;1;2;2;3;5;7;5;5;7
28/06/2017;3;27;6;2017;L;1;2;2;3;5;7;5;5;7;11
29/06/2017;4;27;6;2017;L;2;2;3;5;7;5;5;7;11;10
30/06/2017;5;27;6;2017;L;2;3;5;7;5;5;7;11;10;8
01/07/2017;6;27;7;2017;F;3;5;7;5;5;7;11;10;8;5
02/07/2017;7;27;7;2017;F;5;7;5;5;7;11;10;8;5;2
03/07/2017;1;28;7;2017;L;7;5;5;7;11;10;8;5;2;1
04/07/2017;2;28;7;2017;L;5;5;7;11;10;8;5;2;1;1
05/07/2017;3;28;7;2017;L;5;7;11;10;8;5;2;1;1;1
06/07/2017;4;28;7;2017;L;7;11;10;8;5;2;1;1;1;2
07/07/2017;5;28;7;2017;L;11;10;8;5;2;1;1;1;2;3
08/07/2017;6;28;7;2017;F;10;8;5;2;1;1;1;2;3;4
09/07/2017;7;28;7;2017;F;8;5;2;1;1;1;2;3;4;7
10/07/2017;1;29;7;2017;L;5;2;1;1;1;2;3;4;7;4
11/07/2017;2;29;7;2017;L;2;1;1;1;2;3;4;7;4;1
12/07/2017;3;29;7;2017;L;1;1;1;2;3;4;7;4;1;3
13/07/2017;4;29;7;2017;L;1;1;2;3;4;7;4;1;3;0
14/07/2017;5;29;7;2017;L;1;2;3;4;7;4;1;3;0;2
